name,description,badge_type_id,created_at,updated_at,code,badges_event_id,image,level,target,social_message,sub_module,active
Clicked a link for the first time,,4,2021-10-29 13:12:24 UTC,2021-10-29 13:12:24 UTC,,5,/assets/first_badges/badges-90,4,1,,induction,true
Bookmarked a post for the first time,,4,2021-10-29 13:12:24 UTC,2021-10-29 13:12:24 UTC,,5,/assets/first_badges/badges-92,4,1,,induction,true
Mentioned someone for the first time,,4,2021-10-29 13:12:24 UTC,2021-10-29 13:12:24 UTC,,5,/assets/first_badges/badges-85,4,1,,induction,true
Filled your discourse bio,,4,2021-10-29 13:12:24 UTC,2021-10-29 13:12:24 UTC,,5,/assets/first_badges/badges-87,4,1,,induction,true
Edited post for the first time,,4,2021-10-29 13:12:24 UTC,2021-10-29 13:12:24 UTC,,5,/assets/first_badges/badges-89,4,1,,induction,true
Liked First Notebook,We grow by appreciating work of others. Good to see you interact with resources created by community members. You are 9 more likes away from unlocking bronze badge. Keep up the good work!,4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/notebook_badges/Notebook_like_Active_first,4,1,I liked this notebook on @AIcrowdHQ [link],induction,true
Bookmarked First Notebook,You followed your first notebook. You are 4 subscriptions away from unlocking bronze badge. Keep it up!,4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/notebook_badges/Notebook_bookmark_Active_first,4,1,I just subscribed to this notebook on @AIcrowdHQ. Check it out [link],induction,true
Followed First Practice Problem,,4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/challenge_badges/practice_problem_follow_Active_first,4,1,,induction,false
Created First Notebook,"Yay, you’ve created your first notebook! You’re only two more notebooks away from winning your bronze badge. Keep up the good work",4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/notebook_badges/Notebook_Creation_Active_first,4,1,I created my first notebook on @AIcrowdHQ. Check it out [link] ,induction,true
Accepted Rules,,4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/challenge_badges/challenges_rules_Active_first,4,1,,induction,false
Used emoji for the first time,,4,2021-10-29 13:12:24 UTC,2021-10-29 13:12:24 UTC,,5,/assets/first_badges/badges-91,4,1,,induction,true
Used flag for the first time,,4,2021-10-29 13:12:24 UTC,2021-10-29 13:12:24 UTC,,5,/assets/first_badges/badges-93,4,1,,induction,true
Notebook Received Like,"Yay, your notebook received a like! The community appreciates your contributions. Keep creating and sharing your resources with us. :)",4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/notebook_badges/Notebook_like_passive_first,4,1,"My notebook was liked by @AIcrowdHQ community member, check it out [link]",induction,true
Commented on Notebook,Nice to see you interact with other members! You are four comments away from unlocking the bronze badge. Keep up the good work.,4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/notebook_badges/Notebook_comment_Active_first,4,1,,induction,true
Downloaded First Notebook,We love to see active participation on this platform. Good job on your first download. You are 9 more downloads away from unlocking the bronze badge. Keep up the good work.,4,2021-09-14 09:00:14 UTC,2021-11-12 07:30:10 UTC,,5,/assets/notebook_badges/Notebook_download_Active_first,4,1,"I dowloaded this notebook on AIcrowd as I found it helpful. Might be useful in your AI journey too, check it out.",induction,true
Notebook Was Shared First Time,"Woohoo! Your notebook was shared by a community member. Keep creating amazing resources, the AIcrew community loved it. :)",4,2021-09-14 09:00:14 UTC,2021-11-12 07:32:23 UTC,,5,/assets/notebook_badges/Notebook_Share_passive_first,4,1,My notebook was shared on AIcrowd. Give it a look.,induction,true
Shared Challenge,You shared 5 challenges.,4,2021-08-26 10:00:33 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/challenges_Share_Active_bronze.png,1,5,N/A,challenge,true
Shared Challenge,You shared 15 challenges.,4,2021-08-26 10:00:33 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/challenges_Share_Active_silver.png,2,15,N/A,challenge,true
Liked Practice Problem,You liked 10 practice problem,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/practice_problem_like_Active_bronze.png,1,10,N/A,challenge,false
Liked Practice Problem,You liked 20 practice problem,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/practice_problem_like_Active_silver.png,2,20,N/A,challenge,false
Completed Profile,You're a social animal! Thanks for sharing your work with the community. Check out projects and resources by others.,4,2021-09-14 09:00:13 UTC,2021-10-13 20:26:36 UTC,,5,/assets/first_badges/User profile_bio_first,1,1,Find my projects links and more on aicrowd.com.,induction,true
Notebook Received First Comment,"Hey, your notebook caught the attention of our community member! Congratulations on your first comment. Keep creating valuable resources and engaging with the community. :)",4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/notebook_badges/Notebook_comment_passive_first,4,1,,induction,true
Sign Up,,4,2021-09-14 09:00:13 UTC,2021-09-14 09:00:13 UTC,,5,User profile_Sign Up_first,4,1,,induction,false
Followed Challenge,You followed 10 challenges,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/challenges_follow_Active_silver.png,2,10,N/A,challenge,false
Followed Challenge,You followed 20 challenges ,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/challenges_follow_Active_gold.png,3,20,I unlocked the gold badge for following interesting AI challenges on @AIcrowdHQ. Here are some of my favourites [link],challenge,false
Completed Profile,You're a social animal! Thanks for sharing your work with the community. Check out projects and resources by others.,4,2021-09-14 09:00:13 UTC,2021-10-13 20:26:51 UTC,,5,/assets/first_badges/User profile_Country_first,2,2,Find my projects links and more on aicrowd.com.,induction,true
Completed Profile,You're a social animal! Thanks for sharing your work with the community. Check out projects and resources by others.,4,2021-09-14 09:00:13 UTC,2021-10-13 20:27:05 UTC,,5,/assets/first_badges/User profile_links_first,3,3,Find my projects links and more on aicrowd.com.,induction,true
Liked First Blog,"Hey, thanks for letting us know what you like to read. I hope you're enjoying these blogs. What would you like to see in our future blogs? ",4,2021-09-14 09:00:13 UTC,2021-09-14 09:00:13 UTC,,5,/assets/first_badges/community_like_first,4,1,I enjoyed reading this blogpost by @AIcrowdHQ [link]. Definitely worth a read!,induction,true
Followed First Member,Congratulations for making your first AIcrew friend! Find more people with similar interests to follow over here [discord server link],4,2021-09-14 09:00:13 UTC,2021-09-14 09:00:13 UTC,,5,/assets/first_badges/community_follow_first,4,1,,induction,true
Logged First Feedback,"We appreciate your effforts to make AIcrowd better. Thanks for your feedback. We'll try our best to incorporate it. For more urgent issues, leave a message on our (discourse) or tweet us @AIcrowdHQ.",4,2021-09-14 09:00:13 UTC,2021-09-14 09:00:13 UTC,,5,/assets/first_badges/community_feedback_first,4,1,,induction,true
Attended First Townhall/Workshop,Congratulations on attending your first live AIcrowd event! I hope you had a fun time learning and connecting with community members. Have you checked out the group-selfie yet?,4,2021-09-14 09:00:13 UTC,2021-11-12 07:47:31 UTC,,5,/assets/first_badges/community_live_first,4,1,I participated in my first @AIcrowdHQ live-event and it was fun! Great time learning and connecting with like-minded AI community members. Find me in this selfie!,induction,true
Got First Follower,"Congratulations on your first follower, you're one step closer to being an AI influencer [emoji?]! Say hi to your new friend by following them back.",4,2021-09-14 09:00:13 UTC,2021-11-12 07:49:44 UTC,,5,/assets/first_badges/community_follower_first,4,1,"I got my first AIcrowd follower. Want to know about my latest notebooks and AI solutions, check out my profile and follow to stay updated",induction,true
First Emoji,,4,2020-05-16 09:29:34 UTC,2021-11-22 06:31:15 UTC,,5,/assets/first_badges/badges-91.png,4,1,,induction,true
First Link,,4,2020-05-16 09:29:34 UTC,2021-11-22 06:38:43 UTC,,5,/assets/first_badges/badges-90.png,4,1,,induction,true
First Like,,4,2020-05-16 09:29:34 UTC,2021-11-22 06:57:29 UTC,,5,/assets/first_badges/badges-84.png,4,1,,induction,true
Editor,,4,2020-05-16 09:29:34 UTC,2021-11-22 06:31:59 UTC,,5,/assets/first_badges/badges-89.png,4,1,,induction,true
First Share,,4,2020-05-16 09:29:34 UTC,2021-11-22 06:41:24 UTC,,5,/assets/first_badges/badges-88.png,4,1,,induction,true
First Mention,,4,2020-05-16 09:29:35 UTC,2021-11-22 06:58:05 UTC,,5,/assets/first_badges/badges-85.png,4,1,,induction,true
Shared Challenge,You shared 35 challenges.,4,2021-08-26 10:00:33 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/challenges_Share_Active_gold.png,3,35,I unlocked the gold badge for sharing cool challenges on @AIcrowdHQ. Here are some of my favourites [link],challenge,true
Invited User,Challenges are more fun with friends. Here's your bronze badge for inviting a user to this challenge.,4,2021-08-26 10:00:35 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/campaign_invite_Active_bronze.png,1,1,I unlocked a bronze badge for inviting a new user to a challenge. Want to join my team? Click here [link],challenge,true
Invited User,Challenges are more fun with friends. Here's your silver badge for inviting 3 user to this challenge.,4,2021-08-26 10:00:35 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/campaign_invite_Active_silver.png,2,3,I unlocked a silver badge for inviting 3 new users to a challenge. Want to join my team? Click here [link],challenge,true
Invited User,Challenges are more fun with friends. Here's your gold badge for inviting 5 users to this challenge.,4,2021-08-26 10:00:35 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/campaign_invite_Active_gold.png,3,5,I unlocked a gold badge for inviting 5 new users to a challenge. Want to join my team? Click here [link],challenge,true
Improved Score,Keep up that never give up attitude! You've improved your score thrice in this challenge. Here's a silver badge to celebrate!,4,2021-08-26 10:00:35 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/leaderboard_improve_score_Active_silver.png,2,3,I improved my score thrice in this challenge and won the bronze badge! Never give up. Here's my code [link]`,challenge,true
Improved Score,Keep up that never give up attitude! You've improved your score five times in this challenge. Here's a gold badge to celebrate!,4,2021-08-26 10:00:35 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/leaderboard_improve_score_Active_gold.png,3,5,I improved my score five times in this challenge and won the silver badge! Never give up. Here's my code [link],challenge,true
Shared Notebook,Great to see you interact with community! You have unlocked bronze badge! Keep sharing your favourite resources. 15 more to go for the next level! ,4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_Share_Active_bronze.png,1,10,"I received bronze badge on @AIcrowdHQ for sharing 10 wonderful resources. Looking for useful AI and ML notebooks, see this [link]",notebook,true
Shared Notebook,"Hooray, you have unlocked the silver badge for sharing 25 notebooks! Delighted to see your active participation, keep going. Next Level - Gold! ",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_Share_Active_silver.png,2,25,"I received silver badge on @AIcrowdHQ for sharing 25 wonderful resources. Looking for useful AI and ML notebooks, see this [link]",notebook,true
Shared Notebook,"Woohoo! You have shared 40 notebooks, that’s amazing! We love your active participation in the community — here’s a gold badge for you! Keep it up. :)",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_Share_Active_gold.png,3,40,"Wow, I received the prestigious gold badge on  @AIcrowdHQ for sharing 40 amazing AI notebooks! Check out more useful Machine learning resources at [link]",notebook,true
Notebook Was Shared,"Woohoo! You receive a bronze medal! Your notebook was shared by 3 community members. Keep creating amazing resources, the AIcrew community loved it. :)",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_Share_passive_bronze.png,1,3,I received the bronze badge as my notebooks were shared by @AIcrowdHQ community members. Give it a look [link],notebook,true
Followed Practice Problem,You followed 10 practice problem,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/practice_problem_follow_Active_bronze.png,1,10,N/A,challenge,false
Followed Practice Problem,You followed 20 practice problem,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/practice_problem_follow_Active_silver.png,2,20,N/A,challenge,false
Successful Practice Practise Submission,"Good job, you've made 20 successful submission unlocking bronze badge.",4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/practice_problem_successful_submission_Active_bronze.png,1,20,I unlocked bronze badge for making 20 successful submissions and I am just getting started! See my submissions here [link],challenge,false
Successful Practice Practise Submission,"Woohoo, you've made 80 successful submission unlocking bronze badge.",4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/practice_problem_successful_submission_Active_gold.png,3,80,I unlocked gold badge for making 80 successful submissions! Know more about my journey here [link],challenge,false
Submission Streak,Good going! You've made submission for 7 straight days!  Here's a gold badge to celebrate!,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/activity_time_frequency_Active_bronze.png,1,7,I unlocked the bronze badge by making consecutive submissions for 7 straight days! Check out the interesting challenge for yourself [link],challenge,true
Submission Streak,"Keep it up, you've made submissions for 15 consecutive days! Here's a gold badge to celebrate!",4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/activity_time_frequency_Active_silver.png,2,15,I unlocked the silver badge by making consecutive submissions for 15 straight days! Check out the interesting challenge for yourself [link],challenge,true
Submission Streak,"Bravo, this is amazing. You've made submission for 30 consecutive day. Here's a gold badge to celebrate!",4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/activity_time_frequency_Active_gold.png,3,30,"Wow, I unlocked the gold badge by making consecutive submissions for 30 straight days! Check out the interesting challenge for yourself [link]",challenge,true
Leaderboard Ninja,Movers and shakers! You've jumped 5 ranks on the leaderboard. Here's a bronze badge to celebrate that!,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/leaderboard_improve_rank_Active_bronze.png,1,5,I moved up 5 positions in the leaderboard one week before the deadline! Hard work pays off - here's my bronze badge!,challenge,true
Leaderboard Ninja,Movers and shakers! You've jumped 15 ranks on the leaderboard. Here's a silver badge to celebrate that!,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/leaderboard_improve_rank_Active_silver.png,2,15,I moved up 15 positions in the leaderboard one week before the deadline! Hard work pays off - here's my silver badge!,challenge,true
Leaderboard Ninja,Movers and shakers! You've jumped 35 ranks on the leaderboard. Here's a gold badge to celebrate that!,4,2021-08-26 10:00:35 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/leaderboard_improve_rank_Active_gold.png,3,35,I moved up 35 positions in the leaderboard one week before the deadline! Hard work pays off - here's my gold badge!,challenge,true
Followed Practice Problem,You followed 40 practice problem,4,2021-08-26 10:00:34 UTC,2021-09-10 11:23:34 UTC,,5,/assets/challenge_badges/practice_problem_follow_Active_gold.png,3,40,I unlocked the gold badge for following interesting AI practise problems on @AIcrowdHQ. Here are some of my favourites [link],challenge,false
Notebook Was Shared,"Woohoo! You receive a silver medal! Your notebook was shared by 15 community members. Keep creating amazing resources, the AIcrew community loved it. :)",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_Share_passive_silver.png,2,15,"I received the silver badge as my notebooks were shared by @AIcrowdHQ community members. You might find it helpful too, check it out  [link]",notebook,true
Notebook Was Shared,"Wow, you are popular! Here’s your gold badge. Your notebook was shared by 30 AIcrowd members. We are delighted to have you on our platform. Keep creating :)",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_Share_passive_gold.png,3,30,"Wow, I just unlocked the gold badge on @AIcrowdHQ as my notebook was shared by 40 people. It’s a favourite in the community, find out why [link] ",notebook,true
Commented On Notebook,"You’re a busy bee, interacting with other community members. Here’s your bronze badge to show our appreciation for your work. Keep it up. :)",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_comment_Active_bronze.png,1,5,n/a,notebook,true
Notebook Received Comment,Your notebook has caught attention of our community members! You’ve unlocked bronze badge. Keep creating and sharing!,4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_comment_passive_bronze.png,1,3,n/a,notebook,true
Bookmarked Notebook,You’ve followed 5 notebooks and unlocked bronze badge. 10 more follows away from levelling up to silver. Keep going on!,4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_bookmark_Active_bronze.png,1,5,n/a,notebook,true
Bookmarked Notebook,"You’ve followed 15 notebooks and unlocked silver badge! Keep going, 20 more and you’ll level up. ",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_bookmark_Active_silver.png,2,15,n/a,notebook,true
Bookmarked Notebook,"Wow, you are an active member of our community. Here’s a gold badge to appreciate your effort. Keep interacting with resources created by the resources. ",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_bookmark_Active_gold.png,3,35,n/a,notebook,true
Community Contribution Winner,"Congratulations, you’ve unlocked the silver badge by winning Blitz Community Explainer! Thank you for creating helpful resources for the users, the community loved it. Keep it up :) ",4,2021-09-10 01:57:14 UTC,2021-11-12 10:48:39 UTC,,5,/assets/notebook_badges/badges-99.png,2,1,"I unlocked the silver badge on @AIcrowdHQ by winning the Blitz Community Explainer.If you are starting your AI journey, you will find this resource helpful [link]",notebook,true
Liked Notebook,Lovely to see you interact with other members. You’ve unlocked a bronze badge! Next level - 15 more likes for silver. Keep it up!,4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_like_Active_bronze.png,1,10,N/A,notebook,false
Liked Notebook,"You’re an active AIcrew member, here’s your silver badge! At AIcrowd we grow by learning from our peers. 15 more likes for the next level! Let’s go!",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_like_Active_silver.png,2,25,N/A,notebook,false
Commented On Notebook,"1. Wow, you are committed to the craft! A gold badge to applaud your active involvement in this community. Thank you for your efforts! Keep it up.",4,2021-09-10 01:57:14 UTC,2021-10-27 08:46:56 UTC,,5,/assets/notebook_badges/Notebook_comment_Active_gold.png,3,35,2. I received the prestigious gold badge for engagement and resource sharing on @AIcrowdHQ. Here are some of my favourite resources [link],notebook,false
Executed Notebook,"You receive a bronze badge for downloading 10 notebooks. Good job, you’re 15 downloads away from a level up ",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_download_Active_bronze.png,1,10,n/a,notebook,false
Notebook Was Liked,"Your notebook received 10 likes - with this, you’ve unlocked bronze badge! The community appreciates your contribution, keep creating. :)",4,2021-09-10 01:57:14 UTC,2021-11-12 11:05:21 UTC,,5,/assets/notebook_badges/Notebook_like_passive_bronze.png,1,5,"2. Hi, my notebook has received 10 likes and a bronze badge, check it out [link]",notebook,true
Notebook Was Liked,"Your notebook on @AIcrowdHQ received 20 likes - with this, you’ve unlocked silver badge! The community appreciates your contribution, keep creating. :)",4,2021-09-10 01:57:14 UTC,2021-11-12 11:11:55 UTC,,5,/assets/notebook_badges/Notebook_like_passive_silver.png,2,20,"2.  My notebook on @AIcrowdHQ has received a silver badge, check out my AI resource [link]",notebook,true
Notebook Was Liked,"Wow, your notebook has received 35 likes —  with this, you’ve unlocked gold badge! Your notebook is popular! The community appreciates your contribution, keep creating. :)",4,2021-09-10 01:57:14 UTC,2021-11-12 11:12:31 UTC,,5,/assets/notebook_badges/Notebook_like_passive_gold.png,3,35,"2. My notebook on @AIcrowdHQ is popular! It has a golden badge, check it out now [link]",notebook,true
Commented On Notebook,Your involvement in the community is brilliant! Here’s a silver badge to celebrate that! Keep up the good work.,4,2021-09-10 01:57:14 UTC,2021-11-12 11:33:49 UTC,,5,/assets/notebook_badges/Notebook_comment_Active_silver.png,2,15,2. I unlocked the silver badge for my active participation on @AIcrowdHQ. Here are my favourite resources created by the community [link],notebook,true
Notebook Received Comment,You notebook is getting attention! You have unlocked the silver badge by receiving 15 comments. Keep up the good work. :),4,2021-09-10 01:57:14 UTC,2021-11-12 11:34:29 UTC,,5,/assets/notebook_badges/Notebook_comment_passive_silver.png,2,15,2. I received the silver badge as my notebook on @AIcrowdHQ is garnering some attention. Check it out [link],notebook,true
Notebook Received Comment,"Wow, you have received the gold badge! Your notebook is really population. Great work, keep creating! :)",4,2021-09-10 01:57:14 UTC,2021-11-12 11:35:00 UTC,,5,/assets/notebook_badges/Notebook_comment_passive_gold.png,3,30,2. I received the prestigious gold badge for my notebook! Check out the resource over here [link],notebook,true
Notebook Was Executed,You’ve unlocked the bronze badge! The community is noticing you! Keep creating and sharing your resources.,4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_download_passive_bronze.png,1,5,n/a,notebook,true
Notebook Was Executed,"Woohoo, you receive a silver badge! 15 people have downloaded to your notebook. The community liked your resources, keep up the good work. :)",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_download_passive_silver.png,2,15,I received the silver badge for my notebook on @AIcrowdHQ. Check out the notebook [link],notebook,true
Notebook Was Executed,"Wow, you receive a gold badge as your notebooks have 35 downloads. Your work is quite popular! Keep creating and sharing more notebooks.:) ",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_download_passive_gold.png,3,35,"Yay, I received the prestigious gold badge for my notebook on @AIcrowdHQ. Check out my notebook that is popular among AIcrowd community members [link]",notebook,true
Liked First Practice Problem,You liked your first practice problem.,4,2021-09-14 09:00:14 UTC,2021-11-12 07:58:59 UTC,,5,/assets/challenge_badges/practice_problem_like_Active_first,4,1,,induction,true
"Created one notebook, like 3 notebooks, shared 2 notebooks ",,4,2021-09-10 01:57:14 UTC,2021-09-10 01:57:14 UTC,,5,,2,1,,notebook,false
Shared First Practice Problem,You shared your first practice problem.,4,2021-09-14 09:00:14 UTC,2021-11-12 08:00:58 UTC,,5,/assets/challenge_badges/practice_problem_Share_Active_first,4,1,,induction,true
First Submission With Baseline,,4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/challenge_badges/challenges_baseline_submission_Active_first,4,1,,induction,false
Followed First Challenge,,4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/challenge_badges/challenges_follow_Active_first,4,1,,induction,false
Executed Notebook,You have unlocked silver badge by downloading 25 notebooks. We appreciate your active participation on this platform. Keep up the good work.,4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_download_Active_silver.png,2,25,n/a,notebook,false
Executed Notebook,"Wow, you’re a busy bee. Here’s a gold badge to reward your hard work! Our community appreciates your active participation. ",4,2021-09-10 01:57:14 UTC,2021-09-13 06:20:42 UTC,,5,/assets/notebook_badges/Notebook_download_Active_gold.png,3,40,n/a,notebook,false
First Submission,"Yay, you made your first submission. ",4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/challenge_badges/challenges_submit_Active_first,4,1,I just made my first submission on @AIcrowdHQ. Find the code here.,induction,true
First Successful Submission,"Woohoo, you made your first successful submission!",4,2021-09-14 09:00:14 UTC,2021-09-14 09:00:14 UTC,,5,/assets/challenge_badges/challenges_successful_submission_Active_first,4,1,"Woohoo, I made my first sucessful submission on @AIcrowdHQ! Find the code on my profile [link]",induction,true
Created Blitz Notebook,Amazing! You have created 15 blitz notebooks on AIcrowd. We want to appreciate this achievment by giving you the silver badge. Next level - 30 notebooks. Let’s go!,4,2021-09-10 01:57:14 UTC,2021-11-12 06:46:01 UTC,,5,/assets/notebook_badges/Blitz_Creation_Active_silver.png,2,15,,notebook,true
Created Blitz Notebook,"Congratualtions, you’ve unlocked the gold badge! This calls for a celebrations. We are so proud to have you as an AIcrowd member. Great job :)",4,2021-09-10 01:57:14 UTC,2021-11-12 06:46:49 UTC,,5,/assets/notebook_badges/Blitz_Creation_Active_gold.png,3,30,,notebook,true
Liked First Challenge,You liked your first challenge.,4,2021-09-14 09:00:14 UTC,2021-11-12 07:57:49 UTC,,5,/assets/challenge_badges/challenges_like_Active_first,4,1,,induction,true
Shared First Challenge,You shared your first challenge.,4,2021-09-14 09:00:14 UTC,2021-11-12 07:58:25 UTC,,5,/assets/challenge_badges/challenges_Share_Active_first,4,1,,induction,true
